number,street,unit,census_status,street_residential_signal
5605,AUTUMN CHASE DR,B,Match,0/1
5603,HIBERNIA DR,A,Match,0/1
5880,YORKLAND CT,UNIT K,Match,0/1
5669,CHANTRY DR,,Match,0/16
3863,SOLDIER ST,,Match,12/82
4969,COVENTRY CT S,,Match,0/0
4615,WORDSWORTH CT,C,Match,0/0
2431,SHORE BLVD E,I,Match,0/0
3695,KIDRON CT,,Match,0/0
4650,HILTON CORPORATE DR,111,Match,0/3
4665,REFUGEE RD,3H,Match,119/267
5435,LONSDALE PL N,UNIT A,Match,0/0
1958,OLDE COVENTRY RD E,,Match,0/0
2187,FOXCROFT GREEN,,Match,0/0
5720,HIBERNIA DR,B,Match,0/1
2035,PINE NEEDLE CT,,Match,0/0
5739,HIBERNIA DR,A,Match,0/1
4659,REFUGEE RD,1E,Match,119/267
3304,WINTER LANE PARK,,Match,0/0
4667,REFUGEE RD,3A,Match,119/267
5556,AUTUMN CHASE DR,A,Match,0/1
3735,BIRCHTREE LN,,Match,0/0
5330,YORKSHIRE TERRACE DR,B2,Match,0/0
1779,BAIRSFORD CIR W,,Match,0/0
1754,LONSDALE PL E,UNIT B,Match,0/0
5583,HIBERNIA DR,A,Match,0/1
2760,EASTLAND MALL,,Match,0/1
4415,CROSSROADS CENTER,,Match,0/0
2810,CITIZENS PL,B,Match,0/1
4650,HILTON CORPORATE DR,306,Match,0/3
2757,S HAMILTON RD,,Match,242/753
3154,S HAMILTON RD,,Match,242/753
2637,BIRCHTREE CT,,Match,0/0
5561,CHATTERTON RD,,Match,0/12
2223,SEVILLE AVE,,Match,0/1
6763,MCNAUGHTEN CT,,No_Match,0/1
5123,CEDAR DR,E,Match,15/24
5563,HIBERNIA DR,,Match,0/1
6441,MCNAUGHTEN CT,,No_Match,0/1
5703,SPRUCE TREE DR,,Match,0/0
2784,MARWOOD CT,A,Match,0/1
2205,COURTSIDE DR,G,Match,0/2
5695,GREENPINE ST,,No_Match,0/0
6721,MCNAUGHTEN CT,,No_Match,0/1
5628,HIBERNIA DR,A,Match,0/1
648,CHANTRY DR,,No_Match,0/16
3749,EMRICK CT,,Match,0/0
2630,CHAPPEL CHASE,,Match,0/0
5540,MILLERSFIELD DR,,Match,0/1
4774,LARAINE CT,201,Match,0/0
4106,JENERA PL,,Match,0/0
2740,CITIZENS PL,D,Match,0/1
4636,GROVES RD,,Match,4/54
1893,COVENTRY CT,,Match,2/2
2776,CITIZENS PL,C,Match,0/1
262,CHANTRY DR,,No_Match,0/16
2348,PETZINGER CT,,Match,0/0
2748,CITIZENS PL,B,Match,0/1
5097,CEDAR DR,B,Match,15/24
6357,MCNAUGHTEN CT,,No_Match,0/1
3740,SOFT WIND DR,,Match,0/0
3341,BRANFORD,,Match,0/0
4774,LARAINE CT,203,Match,0/0
2583,KIMBERLY PKWY W,,Match,0/0
5121,CEDAR DR,L,Match,15/24
2296,MUIRWOOD DR,,Match,0/1
2314,SEVILLE AVE,,Match,0/1
5321,YORKSHIRE TERRACE DR,B,Match,0/0
2798,MARWOOD CT,C,Match,0/1
2187,ROTUNDA DR,,Match,6/10
2391,SHORE BLVD E,D,Match,0/0
2768,GROSSE POINT,,Match,0/0
5580,HIBERNIA DR,,Match,0/1
5866,HALLRIDGE CIR,,Match,0/0
5564,MILLERSFIELD DR,,Match,0/1
4599,REFUGEE RD,3A,Match,119/267
2824,CITIZENS PL,D,Match,0/1
4594,MONMOUTH CT,,Match,0/0
5545,CANTARA PL,5,Match,0/0
3308,TRADAN DR,,Match,0/1
2935,TENNYSON BLVD,D,Match,0/0
638,CHANTRY DR,,No_Match,0/16
4649,COLERIDGE CT,D,Match,0/0
3772,RIVERCREEK BAY WAY,,Match,0/0
5435,LONSDALE PL N,UNIT B,Match,0/0
2150,SUNSHINE PL,,Match,0/1
4564,ISINGTON CT,203,Match,0/0
4652,HEBRIDES DR,,Match,0/0
2510,KIMBERLY PKWY E,208,Match,0/0
2824,TENNYSON BLVD,A,Match,0/0
1267,STEVENLANE BLVD,,Match,0/24
2802,CITIZENS PL,G,Match,0/1
2851,CITIZENS PL,D,Match,0/1
3652,RIVERDALE SQ,,Match,0/0
3729,FRANCINE CT,,Match,0/0
2888,SHILLING DR,,Match,0/0
3595,ARIEL DR,,Match,0/0
1759,LONSDALE PL E,UNIT D,Match,0/0
4624,CHANNING TER,D,Match,0/0
558,CHANTRY DR,,No_Match,0/16
4615,REFUGEE RD,2F,Match,119/267
2602,CHAPPEL CHASE,,Match,0/0
4665,REFUGEE RD,1I,Match,119/267
4599,REFUGEE RD,1A,Match,119/267
4642,HEBRIDES DR,C,Match,0/0
3595,REFUGEE RD,CATV,Match,119/267
3803,RIVERCREEK BAY WAY,,Match,0/0
2635,BIRCHTREE CT,,Match,0/0
5516,DUNFIELD LN,3,Match,0/1
2782,TENNYSON BLVD,,Match,0/0
1813,CHANNINGWAY CT E,,Match,0/0
378,CHANTRY DR,,No_Match,0/16
3654,RIVERDALE SQ,,Match,0/0
2435,SHORE BLVD E,,Match,0/0
2449,SHORE BLVD E,C,Match,0/0
4798,LARAINE CT,104,Match,0/0
102,CHANTRY DR,,No_Match,0/16
2820,WYMAN CT,B,Match,0/0
3839,MAUMEE BAY WAY,,Match,0/0
2240,MUIRWOOD DR,,Match,0/1
5481,E LIVINGSTON AVE,,Match,406/920
4309,DONLYN CT,,Match,0/0
5145,CEDAR DR,F,Match,15/24
2184,SOFT WIND CT,,Match,0/0
2927,TENNYSON BLVD,D,Match,0/0
5453,LONSDALE PL S,UNIT C,Match,0/0
2792,TENNYSON BLVD,,Match,0/0
4617,REFUGEE RD,3A,Match,119/267
1898,COVENTRY CT,,Match,2/2
2090,PINE GROVE LN,,Match,0/1
4960,COVENTRY CT S,,Match,0/0
2785,MARWOOD CT,A,Match,0/1
2087,LAKE CLUB TER,B,Match,0/0
4630,HILTON CORPORATE DR,206,Match,0/3
4603,REFUGEE RD,1E,Match,119/267
6769,MCNAUGHTEN CT,,No_Match,0/1
4582,MANDEVILLE CT,D,Match,0/0
1285,YORKLAND RD,UNIT C,Match,23/34
116,LITTLE BROOK WAY,,No_Match,30/31
3239,ELIM MANOR CT,,Match,0/1
2784,CITIZENS PL,C,Match,0/1
1922,OLDE COVENTRY RD E,,Match,0/0
2805,TENNYSON BLVD,,Match,0/0
2401,SHORE BLVD E,D,Match,0/0
2116,SUNSHINE PL,,Match,0/1
2208,WABASH CT W,,Match,0/0
2900,NATHANIEL BLVD,,Match,0/0
5533,CANTARA PL,5,Match,0/0
5510,E LIVINGSTON AVE,,Match,406/920
5567,HIBERNIA DR,C,Match,0/1
2114,MUIRWOOD DR,,Match,0/1
3651,RIVERDALE SQ,,Match,0/0
2423,SHORE BLVD E,,Match,0/0
2142,MUIRWOOD DR,,Match,0/1
5413,LONSDALE PL S,UNIT A,Match,0/0
1763,CHANNINGWAY CT W,,Match,0/0
2395,MALKA CT,,Match,0/0
1571,ALLENFORD CT,,Match,0/0
4177,CADILLAC CT,,Match,0/0
3813,BUCKMAN ST,,Match,0/0
2602,SUMMERWAY CT,,Match,0/0
1928,OLDE COVENTRY RD E,,Match,0/0
2263,MUIRWOOD DR,,Match,0/1
190,CHANTRY DR,,No_Match,0/16
1869,LAKE CLUB DR,,Match,1/11
5645,CHANTRY DR,,Match,0/16
6026,LAKE CLUB CT,,Match,0/1
3358,TRADAN DR,,Match,0/1
1817,CHANNINGWAY CT E,,Match,0/0
5335,YORKSHIRE VILLAGE LN,,Match,0/0
2403,SHORE BLVD E,,Match,0/0
2521,FRANKSWAY ST,,Match,0/1
2214,MUIRWOOD DR,,Match,0/1
2826,TENNYSON BLVD,B,Match,0/0
5774,HIBERNIA DR,,Match,0/1
1921,CHANNINGWAY CENTER DR,,Match,0/0
5571,AUTUMN CHASE DR,,Match,0/1
2082,LAKE CLUB TER,,Match,0/0
5828,HALLRIDGE CIR,,Match,0/0
3211,WABASH CT N,,Match,0/0
5781,CHANTRY DR,,Match,0/16
4599,MONMOUTH CT,207,Match,0/0
3844,RIVERCREEK BAY WAY,,Match,0/0
5768,HALLRIDGE CIR,,Match,0/0
5650,MAPLE TREE LN,,No_Match,0/0
5738,GREENPINE ST,,Match,0/0
4603,REFUGEE RD,2E,Match,119/267
2510,KIMBERLY PKWY E,UNIT 104,Match,0/0
3365,WINTER LANE PARK,,Match,0/0
2796,BERWICK SQ,,Match,0/1
2234,SUNSHINE PL,,Match,0/1
6014,LAKE CLUB CT,,Match,0/1
2780,CITIZENS PL,C,Match,0/1
5652,HIBERNIA DR,C,Match,0/1
2586,S HAMILTON RD,,Match,242/753
5345,YORKSHIRE TERRACE DR,C,Match,0/0
3746,NOAM CT,,Match,0/0
4556,ISINGTON CT,,Match,0/0
5548,AUTUMN CHASE DR,B,Match,0/1
4571,HEMINGWAY CT,A,Match,0/1
5951,SHANA DR,,Match,0/1
3169,WEBSTER DR,,Match,0/0
5554,AUTUMN CHASE DR,,Match,0/1
5483,RED BIRD CT,,Match,0/1
5510,CHANTRY DR,,Match,0/16
4080,PORSCHE CT,,Match,0/1
3717,KIMBERLY WEST DR,UNIT 6,Tie,0/0
5568,TINLEY PARK,,Match,0/0
4557,LAKE SIDE S,B,Match,0/0
5490,DUNFIELD LN,2,Match,0/1
5427,YORKSHIRE TERRACE DR,5B,Match,0/0
1870,COVENTRY CT,A,Match,2/2
4623,WORDSWORTH CT,,Match,0/0
2606,SUMMERWAY CT,,Match,0/0
5467,RED BIRD CT,,Match,0/1
4788,ROLLINGBROOK LN,A,Match,0/0
2828,TENNYSON BLVD,D,Match,0/0
4520,LAKE SIDE N,A,Match,0/0
5536,MILLERSFIELD DR,,Match,0/1
3736,KNIGHTSWAY LN,,Match,0/2
6321,MCNAUGHTEN CT,,No_Match,0/1
6311,MCNAUGHTEN CT,,No_Match,0/1
4659,REFUGEE RD,1D,Match,119/267
2255,MUIRWOOD DR,,Match,0/1
5427,YORKSHIRE TERRACE DR,1A,Match,0/0
2735,TENNYSON BLVD,A,Match,0/0
4224,EASTLAND FOOD CT,,No_Match,0/0
2066,PINE GROVE LN,,Match,0/1
2810,NEWCASTLE CT,205,Match,0/0
2452,SHORE BLVD W,,Match,0/0
4669,REFUGEE RD,2H,Match,119/267
5564,HIBERNIA DR,,Match,0/1
5484,DUNFIELD LN,,Match,0/1
2225,COURTSIDE DR,F,Match,0/2
2093,LAKE CLUB TER,F,Match,0/0
5751,HALLRIDGE CIR,,Match,0/0
5944,SHANA DR,,Match,0/1
3472,COURTRIGHT LN,,Match,0/0
6050,CHANNINGWAY BLVD,,Match,0/0
1632,COPPERTREE RD,,Match,2/2
5016,COVENTRY DR,B,Match,0/0
6221,MCNAUGHTEN CT,,Match,0/1
3748,NOAM CT,,Match,0/0
3342,TRADAN DR,,Match,0/1
3912,RIVERCREEK BAY WAY,,Match,0/0
3838,BUCKMAN ST,,Match,0/0
3738,KNIGHTSWAY LN,,Match,0/2
4263,DONLYN CT,,Match,0/0
3730,SOFT WIND DR,,Match,0/0
3943,KIMBERLY PKWY N,,Match,0/0
3695,MENDON PL,,Match,0/0
2087,LAKE CLUB TER,D,Match,0/0
148,LITTLE BROOK WAY,,No_Match,30/31
3705,KIMBERLY PKWY N,,Match,0/0
6277,MCNAUGHTEN CT,,Match,0/1
3742,BUCKMAN ST,,Match,0/0
4657,REFUGEE RD,2G,Match,119/267
6741,MCNAUGHTEN CT,,No_Match,0/1
3118,S HAMILTON RD,,Match,242/753
4480,GROVES RD,,Match,4/54
2310,SEVILLE AVE,,Match,0/1
2747,EASTLAND MALL,,Match,0/1
1776,CHANNINGWAY CT W,,Match,0/0
2889,TUPPENCE DR,,Match,0/0
4630,HILTON CORPORATE DR,318,Match,0/3
3826,BUCKMAN ST,,Match,0/0
2227,DURANT AVE,,Match,0/1
1774,MCNAUGHTEN RD,,Match,80/137
2796,GROSSE POINT,,Match,0/0
5661,E LIVINGSTON AVE,,Match,406/920
366,CHANTRY DR,,No_Match,0/16
2425,KIMBERLY PKWY E,,Match,0/0
5736,GREENPINE ST,,Match,0/0
4619,HILTON CORPORATE DR,,Match,0/3
6219,MCNAUGHTEN CT,,Match,0/1
5333,YORKSHIRE TERRACE DR,A,Match,0/0
2810,CITIZENS PL,A,Match,0/1
2224,SUNSHINE PL,,Match,0/1
5476,LONSDALE PL N,UNIT B,Match,0/0
5202,CEDAR DR,E,Match,15/24
5202,CEDAR DR,C,Match,15/24
4216,EASTLAND SQUARE DR,,Match,0/1
4630,GROVES RD,,Match,4/54
3245,WEBSTER DR,,Match,0/0
6609,MCNAUGHTEN CT,,No_Match,0/1
3333,WINTER LANE PARK,,Match,0/0
6675,MCNAUGHTEN CT,,No_Match,0/1
4540,LAKE SIDE N,D,Match,0/0
5516,DUNFIELD LN,,Match,0/1
2870,WOOLWICH CT,209,Match,0/0
6717,MCNAUGHTEN CT,,No_Match,0/1
5141,CEDAR DR,H,Match,15/24
3303,BRANFORD,,Match,0/0
5839,REDAPPLE RIDGE,,Match,0/0
4329,DONLYN CT,,Match,0/0
3769,KIMBERLY WEST DR,UNIT 6,Tie,0/0
4505,LAKE SIDE N,A,Match,0/0
2560,PARK CRESCENT,,Match,0/0
3466,COURTRIGHT LN,,Match,0/0
3334,TRADAN DR,,Match,0/1
3717,KIMBERLY WEST DR,UNIT 3,Tie,0/0
3956,RIVERCREEK BAY WAY,,Match,0/0
3936,LAUREL LN,,Match,2/2
5461,RED BIRD CT,,Match,0/1
2215,MUIRWOOD DR,,Match,0/1
546,CHANTRY DR,,No_Match,0/16
3756,BIRCHTREE LN,,Match,0/0
1908,OLDE COVENTRY RD E,,Match,0/0
2516,SCARBOROUGH SQ,8,Match,0/0
5712,HIBERNIA DR,A,Match,0/1
5675,BAIRSFORD CIR N,12,Match,0/0
56,CHANTRY DR,,No_Match,0/16
4419,CROSSROADS CENTER,,Match,0/0
2784,CITIZENS PL,D,Match,0/1
5805,MAPLE TREE LN,,Match,0/0
672,CHANTRY DR,,No_Match,0/16
2,LITTLE BROOK WAY,,No_Match,30/31
2242,MUIRWOOD DR,,Match,0/1
2784,CITIZENS PL,E,Match,0/1
6295,MCNAUGHTEN CT,,Match,0/1
2248,SUNSHINE PL,,Match,0/1
6797,MCNAUGHTEN CT,,No_Match,0/1
3465,COURTRIGHT LN,,Match,0/0
254,LITTLE BROOK WAY,,No_Match,30/31
5445,LONSDALE PL N,UNIT A,Match,0/0
1919,OLDE COVENTRY RD E,,Match,0/0
2812,TENNYSON BLVD,C,Match,0/0
5522,DUNFIELD LN,4,Match,0/1
5615,AUTUMN CHASE DR,A,Match,0/1
6109,LIVINGSTON AVE,,Match,406/920
658,CHANTRY DR,,No_Match,0/16
2108,PINE GROVE LN,,Match,0/1
6755,MCNAUGHTEN CT,,No_Match,0/1
4249,EASTLAND FOOD CT,,No_Match,0/0
3681,MENDON PL,,Match,0/0
2744,CITIZENS PL,E,Match,0/1
4661,REFUGEE RD,2A,Match,119/267
5552,AUTUMN CHASE DR,B,Match,0/1
4339,DONLYN CT,,Match,0/0
5560,HIBERNIA DR,C,Match,0/1
4087,ROLLS ROYCE CT,,Match,0/0
4121,KIMBERLY PKWY N,,Match,0/0
5739,HIBERNIA DR,C,Match,0/1
2205,COURTSIDE DR,A,Match,0/2
2351,HAMILTON RD,,Match,242/753
4511,LAKE SIDE S,,Match,0/0
4603,REFUGEE RD,3A,Match,119/267
4630,HILTON CORPORATE DR,310,Match,0/3
2784,CITIZENS PL,F,Match,0/1
2578,SILVER OAK DR,,Match,0/1
76,CHANTRY DR,,No_Match,0/16
2740,EASTLAND MALL,UNIT A,Match,0/1
3923,MAUMEE BAY WAY,,Match,0/0
614,LITTLE BROOK WAY,,No_Match,30/31
2479,SHORE BLVD E,,Match,0/0
5698,GREENPINE ST,,Match,0/0
2597,S HAMILTON RD,,Match,242/753
3713,KNIGHTSWAY LN,,Match,0/2
2242,S HAMILTON RD,103,Match,242/753
3693,MENDON PL,,Match,0/0
3607,REFUGEE RD,,Match,119/267
4576,MANDEVILLE CT,B,Match,0/0
4611,WORDSWORTH CT,A,Match,0/0
2899,TENNYSON BLVD,A,Match,0/0
2947,WINCHESTER PIKE,,Match,4/13
4815,ROLLINGBROOK LN,D,Tie,0/0
408,CHANTRY DR,,No_Match,0/16
2560,SPRINGWAY CT,,Match,0/0
18,LITTLE BROOK WAY,,No_Match,30/31
5005,COVENTRY DR,,Match,0/0
4977,COVENTRY CT S,,Match,0/0
4612,CHANNING TER,B,Match,0/0
5823,MAPLE TREE LN,,Match,0/0
3913,KIMBERLY PKWY N,,Match,0/0
2200,SOFT WIND CT,,Match,0/0
5751,HIBERNIA DR,B,Match,0/1
4564,ISINGTON CT,201,Match,0/0
4802,ROLLINGBROOK LN,A,Tie,0/0
4818,LARAINE CT,203,Match,0/0
5525,CANTARA PL,5,Match,0/0
3234,WINTER LANE PARK,,Match,0/0
3267,ELIM MANOR CT,,Match,0/1
5661,HIBERNIA DR,A,Match,0/1
2881,TENNYSON BLVD,109,Match,0/0
5439,LONSDALE PL S,,Match,0/0
5878,YORKLAND CT,UNIT M,Match,0/1
2510,KIMBERLY PKWY E,UNIT 309,Match,0/0
2577,S HAMILTON RD,,Match,242/753
3478,COURTRIGHT LN,,Match,0/0
3747,KIMBERLY WEST DR,UNIT 6,Tie,0/0
5660,HIBERNIA DR,,Match,0/1
5545,CANTARA PL,3,Match,0/0
2218,MUIRWOOD DR,,Match,0/1
2812,TENNYSON BLVD,D,Match,0/0
5947,SHANA DR,,Match,0/1
5518,DUNFIELD LN,3,Match,0/1
28,LITTLE BROOK WAY,,No_Match,30/31
2844,CITIZENS PL,B,Match,0/1
5734,HIBERNIA DR,C,Match,0/1
2087,LAKE CLUB TER,E,Match,0/0
5445,LONSDALE PL N,UNIT C,Match,0/0
2804,GROSSE POINT,,Match,0/0
5560,AUTUMN CHASE DR,A,Match,0/1
5530,CANTARA PL,,Match,0/0
4665,REFUGEE RD,3I,Match,119/267
5733,CHANTRY DR,,Match,0/16
6000,LAKE CLUB CT,B,Match,0/1
3678,MENDON PL,,Match,0/0
2298,MUIRWOOD DR,,Match,0/1
502,CHANTRY DR,,No_Match,0/16
2774,CITIZENS PL,D,Match,0/1
5030,COVENTRY DR,,Match,0/0
4582,HEMINGWAY CT,B,Match,0/1
2390,S HAMILTON RD,,Match,242/753
2172,RIVERDALE SQ E,,Match,0/0
5584,MILLERSFIELD DR,,Match,0/1
678,LITTLE BROOK WAY,,No_Match,30/31
5439,LONSDALE PL S,UNIT D,Match,0/0
2160,SOFT WIND CT,,Match,0/0
5842,HALLRIDGE CIR,B,Match,0/0
6733,MCNAUGHTEN CT,,No_Match,0/1
2550,SCARBOROUGH SQ,15,Match,0/0
3219,WEBSTER DR,,Match,0/0
5763,HALLRIDGE CIR,,Match,0/0
554,LITTLE BROOK WAY,,No_Match,30/31
2052,SEPICH LN,,Match,0/1
4633,COLERIDGE CT,A,Match,0/0
5381,YORKSHIRE TERRACE DR,2B,Match,0/0
6003,LAKE CLUB CT,D,Match,0/1
1934,OLDE COVENTRY RD E,,Match,0/0
5352,YORKSHIRE VILLAGE LN,,Match,0/0
5509,CHATFORD SQ,,Match,0/1
4770,LARAINE CT,101,Match,0/0
1821,CHANNINGWAY CT W,,Match,0/0
4,CHANTRY DR,,No_Match,0/16
3691,FARTHING LN,,Match,0/2
2438,CHELSEA CT,,Match,0/0
2500,EASTERN PINE RD,,Match,0/0
248,LITTLE BROOK WAY,,No_Match,30/31
4655,REFUGEE RD,3F,Match,119/267
286,LITTLE BROOK WAY,,No_Match,30/31
6343,MCNAUGHTEN CT,,No_Match,0/1
6011,LAKE CLUB CT,,Match,0/1
5532,CANTARA PL,,Match,0/0
3872,MAUMEE BAY WAY,,Match,0/0
1803,CHANNINGWAY CT W,,Match,0/0
3345,BRANFORD,,Match,0/0
2810,NEWCASTLE CT,204,Match,0/0
2299,PETZINGER CT,,Match,0/0
2560,S HAMILTON RD,,Match,242/753
4617,REFUGEE RD,2G,Match,119/267
2138,RIVERDALE SQ W,,Match,0/0
4615,REFUGEE RD,3B,Match,119/267
2183,MUIRWOOD DR,,Match,0/1
4249,EASTLAND SQUARE DR,,Match,0/1
3687,MENDON PL,,Match,0/0
2847,CITIZENS PL,F,Match,0/1
2908,MERRYMOUNT CT,,Match,0/0
5800,HIBERNIA DR,C,Match,0/1
2629,BIRCHTREE CT,,Match,0/0
3189,ST BERNARD CIR,,Match,0/0
4499,LAKE SIDE S,A,Match,0/0
2733,TENNYSON BLVD,A,Match,0/0
88,CHANTRY DR,,No_Match,0/16
5321,YORKSHIRE TERRACE DR,A,Match,0/0
3172,WEBSTER DR,,Match,0/0
5742,HIBERNIA DR,A,Match,0/1
4621,REFUGEE RD,2A,Match,119/267
5496,DUNFIELD LN,2,Match,0/1
650,LITTLE BROOK WAY,,No_Match,30/31
4525,LAKE SIDE N,G,Match,0/0
2440,CORVETTE CT,,Match,0/0
5498,CHATFORD SQ,,Match,0/1
5473,NOE-BIXBY RD,,No_Match,242/328
2902,MERRYMOUNT CT,B,Match,0/0
656,LITTLE BROOK WAY,,No_Match,30/31
2801,MARWOOD CT,C,Match,0/1
1531,CABORA LN,,Match,0/0
2844,CITIZENS PL,A,Match,0/1
5200,CEDAR DR,G,Match,15/24
5981,LAKE CLUB SQ,H,Match,0/1
3230,WINTER LANE PARK,,Match,0/0
3644,RIVERDALE SQ,,Match,0/0
3377,WINTER LANE PARK,,Match,0/0
6475,MCNAUGHTEN CT,,No_Match,0/1
2796,TENNYSON BLVD,,Match,0/0
2193,FOXCROFT GREEN,,Match,0/0
248,CHANTRY DR,,No_Match,0/16
5629,CHANTRY DR,,Match,0/16
5485,RED BIRD CT,,Match,0/1
5475,LONSDALE PL S,UNIT A,Match,0/0
4671,REFUGEE RD,2D,Match,119/267
2551,SILVER OAK DR,,Match,0/1
5636,HIBERNIA DR,B,Match,0/1
2750,TENNYSON BLVD,B,Match,0/0
1903,OLDE COVENTRY RD E,,Match,0/0
1750,MCNAUGHTEN RD,,Match,80/137
5202,CEDAR DR,M,Match,15/24
3308,WINTER LANE PARK,,Match,0/0
4818,LARAINE CT,201,Match,0/0
124,LITTLE BROOK WAY,,No_Match,30/31
3180,ELIM MANOR CT,101,Match,0/1
2722,TENNYSON BLVD,B,Match,0/0
2879,MERRYMOUNT CT,,Match,0/0
4798,LARAINE CT,204,Match,0/0
2895,SHILLING DR,,Match,0/0
4545,LAKE SIDE S,H,Match,0/0
3723,CHARBERT CT,,Match,0/0
4280,GROVES RD,,Match,4/54
2847,CITIZENS PL,A,Match,0/1
2110,PINE GROVE LN,,Match,0/1
3932,MAUMEE BAY WAY,,Match,0/0
4593,REFUGEE RD,2F,Match,119/267
2510,KIMBERLY PKWY E,UNIT 205,Match,0/0
2213,COURTSIDE DR,A,Match,0/2
5618,CHANTRY DR,,Match,0/16
5484,LONSDALE PL N,UNIT A,Match,0/0
5165,CEDAR DR,F,Match,15/24
4995,COVENTRY DR,,Match,0/0
2334,SUNSHINE PL,,Match,0/1
2136,MUIRWOOD DR,,Match,0/1
4277,EASTLAND SQUARE DR,,Match,0/1
5590,BAIRSFORD CIR N,,Match,0/0
5496,DUNFIELD LN,3,Match,0/1
1891,COVENTRY CT,,Match,2/2
1813,CHANNINGWAY CT W,,Match,0/0
2268,SEVILLE AVE,,Match,0/1
3820,RIVERCREEK BAY WAY,,Match,0/0
2306,SEVILLE AVE,,Match,0/1
5816,HALLRIDGE CIR,,Match,0/0
6633,MCNAUGHTEN CT,,No_Match,0/1
5358,YORKSHIRE VILLAGE LN,,Match,0/0
3759,KIMBERLY WEST DR,UNIT 1,Tie,0/0
2615,S HAMILTON RD,,Match,242/753
5557,AUTUMN CHASE DR,,Match,0/1
580,CHANTRY DR,,No_Match,0/16
1281,MCNAUGHTEN RD,UNIT G,Match,80/137
5681,MAPLE TREE LN,,Match,0/0
5675,BAIRSFORD CIR N,19,Match,0/0
4952,OLDE COVENTRY RD W,,Match,0/0
4659,REFUGEE RD,2A,Match,119/267
4223,DONLYN CT,,Match,0/0
5393,YORKSHIRE TERRACE DR,2C,Match,0/0
3880,RIVERCREEK BAY WAY,,Match,0/0
5489,RED BIRD CT,,Match,0/1
2761,TENNYSON BLVD,,Match,0/0
5563,HIBERNIA DR,A,Match,0/1
3707,KIMBERLY PKWY N,,Match,0/0
1870,COVENTRY CT,,Match,2/2
2776,CITIZENS PL,A,Match,0/1
5165,CEDAR DR,K,Match,15/24
2711,EASTLAND MALL,,Match,0/1
3978,KIMBERLY PKWY N,,Match,0/0
5633,HIBERNIA DR,C,Match,0/1
5381,YORKSHIRE TERRACE DR,6C,Match,0/0
4615,REFUGEE RD,2D,Match,119/267
1862,COVENTRY LN,D,Match,0/0
3338,SUFFIELD,,Match,0/0
2760,TENNYSON BLVD,D,Match,0/0
4555,LAKE SIDE N,A,Match,0/0
1933,OLDE COVENTRY RD,,Match,0/0
5863,E LIVINGSTON AVE,,Match,406/920
534,LITTLE BROOK WAY,,No_Match,30/31
2232,WABASH CT W,,Match,0/0
5455,RED BIRD CT,,Match,0/1
2859,CITIZENS PL,A,Match,0/1
4826,LARAINE CT,104,Match,0/0
2886,TENNYSON BLVD,B,Match,0/0
2084,SUNSHINE PL,,Match,0/1
2199,SUNSHINE PL,,Match,0/1
3920,MAUMEE BAY WAY,,Match,0/0
3732,KNIGHTSWAY LN,,Match,0/2
1853,COVENTRY LN,,Match,0/0
250,LITTLE BROOK WAY,,No_Match,30/31
3375,BRANFORD,,Match,0/0
1914,OLDE COVENTRY RD E,,Match,0/0
5097,CEDAR DR,G,Match,15/24
2580,S HAMILTON RD,,Match,242/753
2498,FOREST GREEN CT,,Match,0/0
5548,MILLERSFIELD DR,,Match,0/1
2817,CITIZENS PL,A,Match,0/1
6191,MCNAUGHTEN CT,,Match,0/1
2880,NATHANIEL BLVD,B,Match,0/0
2277,MUIRWOOD DR,,Match,0/1
4528,LAKE SIDE N,,Match,0/0
3180,ELIM MANOR CT,218,Match,0/1
3180,ELIM MANOR CT,224,Match,0/1
152,CHANTRY DR,,No_Match,0/16
152,LITTLE BROOK WAY,,No_Match,30/31
2255,KIMBERLY PKWY E,,Match,0/0
2860,CITIZENS PL,G,Match,0/1
2396,HUDSON BAY WAY,,Match,0/0
5522,DUNFIELD LN,5,Match,0/1
2881,TENNYSON BLVD,111,Match,0/0
2810,CITIZENS PL,F,Match,0/1
6621,MCNAUGHTEN CT,,No_Match,0/1
4155,ASTON MARTIN CT,,Match,0/0
3754,KIMBERLY WEST DR,,Tie,0/0
5512,CHATFORD SQ,,Match,0/1
4560,LAKE SIDE N,D,Match,0/0
2345,HAMILTON RD,,Match,242/753
426,CHANTRY DR,,No_Match,0/16
5743,HIBERNIA DR,,Match,0/1
3664,SOFT WIND DR,,No_Match,0/0
4650,HILTON CORPORATE DR,107,Match,0/3
3762,BIRCHTREE LN,,Match,0/0
5761,HALLRIDGE CIR,,Match,0/0
2756,S HAMILTON RD,,Match,242/753
6657,MCNAUGHTEN CT,,No_Match,0/1
2824,CITIZENS PL,A,Match,0/1
5653,HIBERNIA DR,C,Match,0/1
5575,HIBERNIA DR,A,Match,0/1
3199,WEBSTER DR,,Match,0/0
4250,EASTLAND FOOD CT,,No_Match,0/0
3226,WINTER LANE PARK,,Match,0/0
2233,COURTSIDE DR,E,Match,0/2
3326,TRADAN DR,,Match,0/1
4505,LAKE SIDE N,E,Match,0/0
4337,DONLYN CT,,Match,0/0
3230,ST BERNARD CIR,,Match,0/0
5720,GREENPINE ST,,Match,0/0
3684,MENDON PL,,Match,0/0
4513,LAKE SIDE S,,Match,0/0
4615,REFUGEE RD,3D,Match,119/267
2252,SEVILLE AVE,,Match,0/1
