address,number,street,unit,city,state,zip,latitude,longitude,parcel_id,land_use_code,land_use_type,verification,homestead,year_built,bedrooms,bathrooms,appraised_value,annual_tax,sale_price,sale_date,census_match,census_matched_address
"5277 FULLERTON DR, Columbus, OH, 43232",5277,FULLERTON DR,,Columbus,OH,43232,39.896672,-82.8643559,180-002138,510,SINGLE_FAMILY,auditor_parcel,Y,1963,3,2,166900.00,2343.6,160000,06/06/2022,Y,Exact
"4536 MADISON SCHOOL DR, Columbus, OH, 43232",4536,MADISON SCHOOL DR,,Columbus,OH,43232,39.9073135,-82.8783352,180-004880,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,197300.00,3328.86,245000,04/20/2022,Y,Exact
"4498 FLOYD DR, Columbus, OH, 43232",4498,FLOYD DR,,Columbus,OH,43232,39.9091102,-82.8825906,180-000222,510,SINGLE_FAMILY,auditor_parcel,,,0,0,24500.00,422.96,174000,09/23/2024,Y,Exact
"3755 EVANSTON RD, Columbus, OH, 43232",3755,EVANSTON RD,,Columbus,OH,43232,39.9006415,-82.8640488,180-002034,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,147500.00,2545.1,0,06/22/1998,Y,Exact
"3868 WADE RD, Columbus, OH, 43232",3868,WADE RD,,Columbus,OH,43232,39.8986803,-82.8616505,180-002760,510,SINGLE_FAMILY,auditor_parcel,,1964,4,1,190500.00,3287,0,09/20/2022,Y,Exact
"3504 CADELL RD, Columbus, OH, 43232",3504,CADELL RD,,Columbus,OH,43232,39.9051413,-82.8670951,180-003387,510,SINGLE_FAMILY,auditor_parcel,,1968,3,2,238300.00,4020.56,0,01/16/2015,Y,Exact
"3721 TYLOR DR, Columbus, OH, 43232",3721,TYLOR DR,,Columbus,OH,43232,39.9016443,-82.8598624,180-002649,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,161000.00,2716.68,160000,11/04/2021,Y,Exact
"5358 FULLERTON DR, Columbus, OH, 43232",5358,FULLERTON DR,,Columbus,OH,43232,39.896937,-82.8623721,180-002746,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,141100.00,2380.72,84000,06/04/2018,Y,Exact
"3773 EVANSTON RD, Columbus, OH, 43232",3773,EVANSTON RD,,Columbus,OH,43232,39.9002986,-82.8640399,180-002032,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,160500.00,2708,85000,05/29/2018,Y,Exact
"3670 RODELL RD, Columbus, OH, 43232",3670,RODELL RD,,Columbus,OH,43232,39.9024432,-82.8614634,180-003133,510,SINGLE_FAMILY,auditor_parcel,,1964,4,1,163100.00,2751.88,90000,07/12/2017,Y,Exact
"5070 HARBOR BLVD, Columbus, OH, 43232",5070,HARBOR BLVD,,Columbus,OH,43232,39.9028079,-82.8670614,180-003082,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,170800.00,2882,146000,12/27/2022,Y,Exact
"5241 ZIMMER DR, Columbus, OH, 43232",5241,ZIMMER DR,,Columbus,OH,43232,39.9023582,-82.8629386,180-003124,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,148900.00,2512.3,50000,12/17/2021,Y,Exact
"3784 BONITA RD, Columbus, OH, 43232",3784,BONITA RD,,Columbus,OH,43232,39.8999051,-82.8656596,180-002003,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,193700.00,3268.12,198000,07/29/2021,Y,Exact
"3700 LAGUNA DR, Columbus, OH, 43232",3700,LAGUNA DR,,Columbus,OH,43232,39.9021579,-82.858343,180-002617,510,SINGLE_FAMILY,auditor_parcel,,1962,3,1,144100.00,2431.32,0,02/13/2025,Y,Exact
"3780 ATKINSON RD, Columbus, OH, 43232",3780,ATKINSON RD,,Columbus,OH,43232,39.9003186,-82.8625572,180-002776,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,181500.00,3062.28,135000,10/29/2020,Y,Exact
"3991 SIGNAL DR, Columbus, OH, 43232",3991,SIGNAL DR,,Columbus,OH,43232,39.8966599,-82.860553,180-002432,510,SINGLE_FAMILY,auditor_parcel,,1964,2,1,171700.00,2962.64,0,11/12/2013,Y,Exact
"5441 INLET DR, Columbus, OH, 43232",5441,INLET DR,,Columbus,OH,43232,39.9029597,-82.8575737,180-002571,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,157200.00,2712.7,150000,05/23/2025,Y,Exact
"5315 ELMIRA DR, Columbus, OH, 43232",5315,ELMIRA DR,,Columbus,OH,43232,39.9002892,-82.8620367,180-002778,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,189500.00,3197.24,69850,12/02/1997,Y,Exact
"5292 VERDUN DR, Columbus, OH, 43232",5292,VERDUN DR,,Columbus,OH,43232,39.9031535,-82.8613316,180-003136,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,184200.00,3108.08,193000,08/03/2022,Y,Exact
"3917 EVANSTON RD, Columbus, OH, 43232",3917,EVANSTON RD,,Columbus,OH,43232,39.8975227,-82.864282,180-002093,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,184000.00,2632.34,0,06/07/2016,Y,Exact
"3669 RODELL RD, Columbus, OH, 43232",3669,RODELL RD,,Columbus,OH,43232,39.9024374,-82.8619053,180-003223,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,172300.00,2972.98,0,09/22/2022,Y,Exact
"3905 SIGNAL DR, Columbus, OH, 43232",3905,SIGNAL DR,,Columbus,OH,43232,39.8982395,-82.8600194,180-002422,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,178300.00,2535.92,0,01/25/2016,Y,Exact
"3865 SIGNAL DR, Columbus, OH, 43232",3865,SIGNAL DR,,Columbus,OH,43232,39.898895,-82.8599301,180-002418,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,172800.00,2981.84,3650000,11/18/2024,Y,Exact
"3191 LATONIA RD, Columbus, OH, 43232",3191,LATONIA RD,,Columbus,OH,43232,39.9087665,-82.8558283,180-004659,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,181900.00,3069.04,130000,06/09/2020,Y,Exact
"3756 BEECHTON RD, Columbus, OH, 43232",3756,BEECHTON RD,,Columbus,OH,43232,39.9005188,-82.8666786,180-001996,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,155300.00,2620.28,180000,03/31/2023,Y,Exact
"3780 SHORELINE DR, Columbus, OH, 43232",3780,SHORELINE DR,,Columbus,OH,43232,39.9007715,-82.8575624,180-002464,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,189800.00,3274.66,225000,05/10/2024,Y,Exact
"3631 TYLOR DR, Columbus, OH, 43232",3631,TYLOR DR,,Columbus,OH,43232,39.9031541,-82.859724,180-002640,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,155000.00,2615.46,111000,09/23/2019,Y,Exact
"3943 SIGNAL DR, Columbus, OH, 43232",3943,SIGNAL DR,,Columbus,OH,43232,39.8974236,-82.8600936,180-002427,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,176400.00,3043.96,246500,08/20/2024,Y,Exact
"5027 CHIPMAN DR, Columbus, OH, 43232",5027,CHIPMAN DR,,Columbus,OH,43232,39.8985821,-82.8699902,180-002332,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,166700.00,2876.36,0,12/13/2017,Y,Exact
"5055 BREWSTER DR, Columbus, OH, 43232",5055,BREWSTER DR,,Columbus,OH,43232,39.9001014,-82.8686403,180-002202,510,SINGLE_FAMILY,auditor_parcel,,1970,2,1,153500.00,2589.9,90000,04/17/2017,Y,Exact
"5192 HARBOR BLVD, Columbus, OH, 43232",5192,HARBOR BLVD,,Columbus,OH,43232,39.9024603,-82.864094,180-003070,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,147600.00,2017.76,0,06/01/2012,Y,Exact
"3975 CLEARWATER DR, Columbus, OH, 43232",3975,CLEARWATER DR,,Columbus,OH,43232,39.8971884,-82.861322,180-002741,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,163500.00,2758.62,0,06/21/2017,Y,Exact
"3489 TALFORD RD, Columbus, OH, 43232",3489,TALFORD RD,,Columbus,OH,43232,39.9050639,-82.8697859,180-003515,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,169100.00,2853.1,0,06/20/2024,Y,Exact
"3411 EVERSON RD W, Columbus, OH, 43232",3411,EVERSON RD W,,Columbus,OH,43232,39.9078931,-82.8561482,180-003789,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,164600.00,2839.88,65400,09/28/2011,Y,Exact
"5014 NORCREST DR, Columbus, OH, 43232",5014,NORCREST DR,,Columbus,OH,43232,39.9181306,-82.8594593,260-000445,510,SINGLE_FAMILY,auditor_parcel,,1969,4,1,174800.00,3163.32,0,05/31/2024,Y,Exact
"3301 LATONIA CT, Columbus, OH, 43232",3301,LATONIA CT,,Columbus,OH,43232,39.9088803,-82.8607233,180-004171,510,SINGLE_FAMILY,auditor_parcel,,1965,4,2,171600.00,2960.64,171000,06/14/2021,Y,Exact
"2962 UPTON RD E, Columbus, OH, 43232",2962,UPTON RD E,,Columbus,OH,43232,39.9168176,-82.8563865,260-000296,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,171200.00,3032.5,99900,02/23/2016,Y,Non_Exact
"3423 GRAYSTONE DR, Columbus, OH, 43232",3423,GRAYSTONE DR,,Columbus,OH,43232,39.9056383,-82.8762444,180-004840,510,SINGLE_FAMILY,auditor_parcel,Y,1969,4,1,223000.00,3290.28,0,01/26/2007,Y,Exact
"3184 NOE BIXBY RD, Columbus, OH, 43232",3184,NOE BIXBY RD,,Columbus,OH,43232,39.9112669,-82.8638513,180-004056,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,179400.00,3027.1,0,01/31/2023,Y,Exact
"5392 WENDOVER DR, Columbus, OH, 43232",5392,WENDOVER DR,,Columbus,OH,43232,39.9136314,-82.8529727,180-004353,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,149700.00,2525.8,0,08/19/2021,Y,Exact
"4642 HARBOR BLVD, Columbus, OH, 43232",4642,HARBOR BLVD,,Columbus,OH,43232,39.9036243,-82.8777234,180-002866,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,140000.00,2415.46,0,09/26/2014,Y,Exact
"3630 S HAMILTON RD, Columbus, OH, 43232",3630,S HAMILTON RD,,Columbus,OH,43232,39.9011997,-82.8814492,180-001216,510,SINGLE_FAMILY,auditor_parcel,,1954,3,2,258900.00,4467.12,0,05/10/2021,Y,Exact
"5079 HARBOR BLVD, Columbus, OH, 43232",5079,HARBOR BLVD,,Columbus,OH,43232,39.9024082,-82.8669987,180-001928,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,184300.00,3180.02,155000,03/01/2022,Y,Exact
"4636 WINGATE RD, Columbus, OH, 43232",4636,WINGATE RD,,Columbus,OH,43232,39.9004176,-82.8771999,180-001415,510,SINGLE_FAMILY,auditor_parcel,,1956,2,2,254700.00,4297.22,160000,06/23/2011,Y,Exact
"5178 RUTLEDGE DR S, Columbus, OH, 43232",5178,RUTLEDGE DR S,,Columbus,OH,43232,39.9132668,-82.8592238,180-004774,510,SINGLE_FAMILY,auditor_parcel,Y,1967,3,1,174100.00,2465.08,0,03/29/1999,Y,Exact
"3507 GRAYSTONE DR, Columbus, OH, 43232",3507,GRAYSTONE DR,,Columbus,OH,43232,39.9041331,-82.875641,180-003601,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,191600.00,3232.94,69000,08/21/2014,Y,Exact
"5000 TALBERT DR, Columbus, OH, 43232",5000,TALBERT DR,,Columbus,OH,43232,39.9180581,-82.8599259,260-000443,510,SINGLE_FAMILY,auditor_parcel,,1969,2,2,234100.00,4146.22,130000,09/30/2021,Y,Exact
"3377 EVERSON RD E, Columbus, OH, 43232",3377,EVERSON RD E,,Columbus,OH,43232,39.9085257,-82.85392,180-004610,510,SINGLE_FAMILY,auditor_parcel,,1972,4,2,165600.00,2794.28,100000,08/30/2016,Y,Exact
"4607 MADISON SCHOOL DR, Columbus, OH, 43232",4607,MADISON SCHOOL DR,,Columbus,OH,43232,39.9068765,-82.8762974,180-004874,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,163700.00,2761.98,125000,04/27/2020,Y,Exact
"5466 EVERSON RD N, Columbus, OH, 43232",5466,EVERSON RD N,,Columbus,OH,43232,39.9105828,-82.8535241,180-004545,510,SINGLE_FAMILY,auditor_parcel,,1968,4,1,188300.00,3177,0,08/16/2023,Y,Exact
"4756 HARBOR BLVD, Columbus, OH, 43232",4756,HARBOR BLVD,,Columbus,OH,43232,39.9034438,-82.8749457,180-002877,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,216300.00,3732.12,0,01/12/2009,Y,Exact
"5320 SUNDALE PL S, Columbus, OH, 43232",5320,SUNDALE PL S,,Columbus,OH,43232,39.9122932,-82.8561102,180-004402,510,SINGLE_FAMILY,auditor_parcel,Y,1968,4,2,227100.00,3359.22,0,10/27/2020,Y,Exact
"3478 NEGLEY RD, Columbus, OH, 43232",3478,NEGLEY RD,,Columbus,OH,43232,39.9062301,-82.8586385,180-003731,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,146400.00,2470.36,0,02/06/2003,Y,Exact
"3526 CLARETTA RD, Columbus, OH, 43232",3526,CLARETTA RD,,Columbus,OH,43232,39.9058923,-82.8594923,180-003750,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,148800.00,2510.84,140000,09/27/2021,Y,Exact
"4650 HARBOR BLVD, Columbus, OH, 43232",4650,HARBOR BLVD,,Columbus,OH,43232,39.9036106,-82.8774489,180-002867,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,196100.00,3308.6,115000,10/15/2018,Y,Exact
"4636 REINBEAU DR, Columbus, OH, 43232",4636,REINBEAU DR,,Columbus,OH,43232,39.9063961,-82.8763697,180-004851,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,162100.00,2797,175000,11/21/2023,Y,Exact
"5279 QUINCY DR, Columbus, OH, 43232",5279,QUINCY DR,,Columbus,OH,43232,39.9166857,-82.8531736,260-000210,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,175100.00,3168.5,0,03/19/2014,Y,Exact
"5341 SEDALIA DR, Columbus, OH, 43232",5341,SEDALIA DR,,Columbus,OH,43232,39.9046471,-82.8593005,180-003183,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,147000.00,2536.22,0,03/04/2021,Y,Exact
"4532 KATHERINE RD, Columbus, OH, 43232",4532,KATHERINE RD,,Columbus,OH,43232,39.9075336,-82.8819367,180-000775,510,SINGLE_FAMILY,auditor_parcel,,1946,2,1,115700.00,1964.46,85000,06/12/2024,Y,Non_Exact
"5076 BENTLER DR, Columbus, OH, 43232",5076,BENTLER DR,,Columbus,OH,43232,39.9012169,-82.8677266,180-001969,510,SINGLE_FAMILY,auditor_parcel,,1970,4,1,193800.00,3270.04,0,04/12/2006,Y,Exact
"4579 WALBURN RD, Columbus, OH, 43232",4579,WALBURN RD,,Columbus,OH,43232,39.9016497,-82.8762513,180-001838,510,SINGLE_FAMILY,auditor_parcel,Y,1961,3,2,248300.00,3716.9,89000,05/30/1986,Y,Exact
"5012 BREWSTER DR, Columbus, OH, 43232",5012,BREWSTER DR,,Columbus,OH,43232,39.900569,-82.8696515,180-001878,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,215300.00,3632.54,230000,12/14/2023,Y,Exact
"3846 NOE BIXBY RD, Columbus, OH, 43232",3846,NOE BIXBY RD,,Columbus,OH,43232,39.8982345,-82.872159,180-002178,510,SINGLE_FAMILY,auditor_parcel,,1964,4,1,188500.00,3252.48,0,09/02/2020,Y,Exact
"3676 SHORELINE DR, Columbus, OH, 43232",3676,SHORELINE DR,,Columbus,OH,43232,39.9025095,-82.8560458,180-002477,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,134800.00,2326.22,0,08/06/2024,Y,Exact
"5079 GUNSTON DR, Columbus, OH, 43232",5079,GUNSTON DR,,Columbus,OH,43232,39.8977222,-82.8689521,180-002291,510,SINGLE_FAMILY,auditor_parcel,,1963,4,1,201300.00,3396.32,205000,12/14/2022,Y,Exact
"5114 GUNSTON DR, Columbus, OH, 43232",5114,GUNSTON DR,,Columbus,OH,43232,39.8980423,-82.8680948,180-002316,510,SINGLE_FAMILY,auditor_parcel,,1966,3,2,162400.00,2740.3,105000,08/04/2022,Y,Exact
"5035 ZIMMER DR, Columbus, OH, 43232",5035,ZIMMER DR,,Columbus,OH,43232,39.9032746,-82.8676769,180-003103,510,SINGLE_FAMILY,auditor_parcel,,1967,3,1,160400.00,2706.56,0,05/29/2020,Y,Exact
"5104 BENHAM DR, Columbus, OH, 43232",5104,BENHAM DR,,Columbus,OH,43232,39.9118299,-82.8620041,180-004042,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,157900.00,2724.52,0,01/11/2022,Y,Exact
"4965 ATTICA DR, Columbus, OH, 43232",4965,ATTICA DR,,Columbus,OH,43232,39.9050653,-82.8683779,180-003503,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,172300.00,2907.08,140000,11/12/2020,Y,Exact
"3590 TREMAINE RD, Columbus, OH, 43232",3590,TREMAINE RD,,Columbus,OH,43232,39.9035079,-82.8651652,180-003287,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,172600.00,2912.38,185500,08/16/2023,Y,Exact
"5067 WYMORE DR, Columbus, OH, 43232",5067,WYMORE DR,,Columbus,OH,43232,39.9053697,-82.8658487,180-003363,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,201800.00,3405,0,04/12/2017,Y,Exact
"5014 ALBANY DR, Columbus, OH, 43232",5014,ALBANY DR,,Columbus,OH,43232,39.9020534,-82.8687719,180-001939,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,190900.00,3293.88,0,02/04/2019,Y,Exact
"5063 GUNSTON DR, Columbus, OH, 43232",5063,GUNSTON DR,,Columbus,OH,43232,39.8977437,-82.8693656,180-002293,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,209700.00,3538.04,155000,03/27/2020,Y,Exact
"3556 ARNSBY RD, Columbus, OH, 43232",3556,ARNSBY RD,,Columbus,OH,43232,39.9073751,-82.8543276,180-001301,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,146700.00,2475.2,73200,08/01/2023,Y,Exact
"5293 TUXWORTH DR, Columbus, OH, 43232",5293,TUXWORTH DR,,Columbus,OH,43232,39.9135302,-82.8556745,180-004376,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,167100.00,2883.28,129900,09/30/2020,Y,Exact
"4591 HARBOR BLVD, Columbus, OH, 43232",4591,HARBOR BLVD,,Columbus,OH,43232,39.9033569,-82.8790836,180-002840,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,2,202200.00,2939.38,0,01/31/1990,Y,Exact
"4604 WINDRIDGE CT, Columbus, OH, 43232",4604,WINDRIDGE CT,,Columbus,OH,43232,39.9083888,-82.8746551,180-005205,510,SINGLE_FAMILY,auditor_parcel,,1997,3,2,253900.00,4283.74,0,04/10/2003,Y,Exact
"3552 RODELL RD, Columbus, OH, 43232",3552,RODELL RD,,Columbus,OH,43232,39.9046622,-82.8617101,180-003145,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,173500.00,2454.94,85000,10/09/2001,Y,Exact
"3327 EVERSON RD W, Columbus, OH, 43232",3327,EVERSON RD W,,Columbus,OH,43232,39.9098272,-82.8548463,180-004555,510,SINGLE_FAMILY,auditor_parcel,,1971,4,2,190400.00,3285,8305000,03/14/2024,Y,Exact
"3307 EVERSON RD E, Columbus, OH, 43232",3307,EVERSON RD E,,Columbus,OH,43232,39.9098823,-82.8537843,180-004618,510,SINGLE_FAMILY,auditor_parcel,,1972,3,2,176200.00,2973.1,0,02/16/2022,Y,Exact
"3327 BEACHWORTH DR, Columbus, OH, 43232",3327,BEACHWORTH DR,,Columbus,OH,43232,39.907418,-82.8792376,180-004901,510,SINGLE_FAMILY,auditor_parcel,,1987,3,1,174100.00,3004.04,0,03/28/2023,Y,Exact
"2944 OLIVETTE RD, Columbus, OH, 43232",2944,OLIVETTE RD,,Columbus,OH,43232,39.9169433,-82.858462,260-000319,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,166900.00,2956.08,66500,04/23/1992,Y,Exact
"4428 GERLING BLVD, Columbus, OH, 43232",4428,GERLING BLVD,,Columbus,OH,43232,39.9094952,-82.8844891,180-000284,510,SINGLE_FAMILY,auditor_parcel,,1924,1,1,114700.00,1935.32,65000,11/08/2005,Y,Exact
"5186 ZIMMER DR, Columbus, OH, 43232",5186,ZIMMER DR,,Columbus,OH,43232,39.9032998,-82.8639273,180-003263,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,192000.00,3239.68,150000,11/22/2022,Y,Exact
"3935 CLEARWATER DR, Columbus, OH, 43232",3935,CLEARWATER DR,,Columbus,OH,43232,39.8978563,-82.8611473,180-002737,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,173800.00,2932.62,204900,12/21/2023,Y,Exact
"3821 BONITA RD, Columbus, OH, 43232",3821,BONITA RD,,Columbus,OH,43232,39.8991817,-82.8662011,180-002267,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,177100.00,3055.8,0,02/04/2019,Y,Exact
"5334 FULLERTON DR, Columbus, OH, 43232",5334,FULLERTON DR,,Columbus,OH,43232,39.8969801,-82.8630174,180-002127,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,145500.00,2454.94,46000,10/30/2006,Y,Exact
"5245 ELMIRA DR, Columbus, OH, 43232",5245,ELMIRA DR,,Columbus,OH,43232,39.9005237,-82.8635135,180-002080,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,168200.00,2838.14,0,11/02/2021,Y,Exact
"3749 LAGUNA DR, Columbus, OH, 43232",3749,LAGUNA DR,,Columbus,OH,43232,39.9011513,-82.8588725,180-002595,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,135300.00,2282.88,0,05/11/2018,Y,Exact
"3737 SHORELINE DR, Columbus, OH, 43232",3737,SHORELINE DR,,Columbus,OH,43232,39.901884,-82.8576074,180-002621,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,143500.00,2476.1,0,12/16/2024,Y,Exact
"3903 WADE RD, Columbus, OH, 43232",3903,WADE RD,,Columbus,OH,43232,39.8980339,-82.8621604,180-002791,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,171000.00,2885.4,28200,01/05/1979,Y,Exact
"5350 PARKLINE DR, Columbus, OH, 43232",5350,PARKLINE DR,,Columbus,OH,43232,39.9147055,-82.8533596,260-000196,510,SINGLE_FAMILY,auditor_parcel,Y,1970,3,1,180100.00,2693.96,0,11/12/2008,Y,Exact
"5080 WYMORE DR, Columbus, OH, 43232",5080,WYMORE DR,,Columbus,OH,43232,39.9054958,-82.8653147,180-003324,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,170600.00,2405.78,0,11/15/1971,Y,Exact
"3217 DUNLOE RD, Columbus, OH, 43232",3217,DUNLOE RD,,Columbus,OH,43232,39.9109982,-82.8591123,180-004004,510,SINGLE_FAMILY,auditor_parcel,Y,1969,4,1,211900.00,3102.78,100900,04/18/2003,Y,Exact
"4984 BREWSTER DR, Columbus, OH, 43232",4984,BREWSTER DR,,Columbus,OH,43232,39.9005474,-82.8703322,180-001875,510,SINGLE_FAMILY,auditor_parcel,,1969,4,1,232500.00,3922.7,135000,11/21/2017,Y,Exact
"3823 EVANSTON RD, Columbus, OH, 43232",3823,EVANSTON RD,,Columbus,OH,43232,39.8994026,-82.86411,180-002082,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,169400.00,2386.02,0,09/14/2009,Y,Exact
"5033 GUNSTON DR, Columbus, OH, 43232",5033,GUNSTON DR,,Columbus,OH,43232,39.8977973,-82.8702249,180-002297,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,181800.00,3137.12,0,04/14/2025,Y,Exact
"5219 BONITA PL, Columbus, OH, 43232",5219,BONITA PL,,Columbus,OH,43232,39.8975046,-82.8652549,180-002107,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,175400.00,2486.76,0,06/02/2006,Y,Exact
"5143 TUXWORTH CT, Columbus, OH, 43232",5143,TUXWORTH CT,,Columbus,OH,43232,39.914469,-82.8587701,260-000506,510,SINGLE_FAMILY,auditor_parcel,Y,1968,3,1,159800.00,2334.2,99900,11/30/2016,Y,Exact
"3155 SUNDALE PL W, Columbus, OH, 43232",3155,SUNDALE PL W,,Columbus,OH,43232,39.9126253,-82.8576697,180-004389,510,SINGLE_FAMILY,auditor_parcel,,1968,4,2,181400.00,3060.86,0,06/22/2018,Y,Exact
"4712 HARBOR BLVD, Columbus, OH, 43232",4712,HARBOR BLVD,,Columbus,OH,43232,39.9035238,-82.8759264,180-002874,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,1,216500.00,3180.4,65150,02/06/1991,Y,Exact
"2999 FLEET RD, Columbus, OH, 43232",2999,FLEET RD,,Columbus,OH,43232,39.9161593,-82.8558519,260-000280,510,SINGLE_FAMILY,auditor_parcel,,1970,3,2,201600.00,3570.88,135000,09/11/2019,Y,Exact
"2961 UPTON RD W, Columbus, OH, 43232",2961,UPTON RD W,,Columbus,OH,43232,39.9167604,-82.857855,260-000306,510,SINGLE_FAMILY,auditor_parcel,,1970,4,2,198400.00,3514.22,85000,08/19/2008,Y,Exact
"5082 NORCREST DR, Columbus, OH, 43232",5082,NORCREST DR,,Columbus,OH,43232,39.918049,-82.8577654,260-000453,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,152800.00,2765.26,0,06/10/2005,Y,Exact
"3536 NEGLEY RD, Columbus, OH, 43232",3536,NEGLEY RD,,Columbus,OH,43232,39.9051792,-82.8587329,180-003188,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,1,175200.00,2483.86,0,09/04/1997,Y,Exact
"5381 FULLERTON DR, Columbus, OH, 43232",5381,FULLERTON DR,,Columbus,OH,43232,39.896562,-82.8617464,180-002397,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,173400.00,2925.4,32000,03/08/2012,Y,Exact
"3957 CLEARWATER DR, Columbus, OH, 43232",3957,CLEARWATER DR,,Columbus,OH,43232,39.8973466,-82.8612266,180-002740,510,SINGLE_FAMILY,auditor_parcel,,1963,4,1,157600.00,2719.6,89000,12/06/2006,Y,Exact
"5170 BURDETT DR, Columbus, OH, 43232",5170,BURDETT DR,,Columbus,OH,43232,39.9098549,-82.8615946,180-004144,510,SINGLE_FAMILY,auditor_parcel,,1966,3,2,160500.00,2708,205000,11/10/2022,Y,Exact
"5340 CULLEN DR, Columbus, OH, 43232",5340,CULLEN DR,,Columbus,OH,43232,39.8977418,-82.8625153,180-002793,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,180000.00,3037.22,215000,07/08/2022,Y,Exact
"5249 TUXWORTH DR, Columbus, OH, 43232",5249,TUXWORTH DR,,Columbus,OH,43232,39.9137571,-82.8565205,180-004372,510,SINGLE_FAMILY,auditor_parcel,Y,1967,4,2,177200.00,2517.6,0,09/23/2002,Y,Exact
"5051 HARBOR BLVD, Columbus, OH, 43232",5051,HARBOR BLVD,,Columbus,OH,43232,39.902456,-82.8676833,180-001925,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,171300.00,2890.2,89900,11/15/2016,Y,Exact
"5302 HARBOR BLVD, Columbus, OH, 43232",5302,HARBOR BLVD,,Columbus,OH,43232,39.9015059,-82.8617615,180-002710,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,139800.00,2412.5,0,04/19/2019,Y,Exact
