address,number,street,unit,city,state,zip,latitude,longitude,final_classification,existence_source,residential_source,census_matched_address
"3232 NOE BIXBY RD APT 1Q, Columbus, OH, 43232",3232,NOE BIXBY RD,APT 1Q,Columbus,OH,43232,39.9097293,-82.8642212,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3857 NOE BIXBY RD, Columbus, OH, 43232",3857,NOE BIXBY RD,,Columbus,OH,43232,39.8985271,-82.8728734,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"5117 SEDALIA DR, Columbus, OH, 43232",5117,SEDALIA DR,,Columbus,OH,43232,39.9071086,-82.8640684,RESIDENTIAL,census_geocoder,auditor_street (48/57 dwelling),Exact
"3232 NOE BIXBY RD APT 3C, Columbus, OH, 43232",3232,NOE BIXBY RD,APT 3C,Columbus,OH,43232,39.9097293,-82.8642212,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3232 NOE BIXBY RD APT 1K, Columbus, OH, 43232",3232,NOE BIXBY RD,APT 1K,Columbus,OH,43232,39.9097293,-82.8642212,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3232 NOE BIXBY RD APT 1P, Columbus, OH, 43232",3232,NOE BIXBY RD,APT 1P,Columbus,OH,43232,39.9097293,-82.8642212,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3449 LATONIA RD, Columbus, OH, 43232",3449,LATONIA RD,,Columbus,OH,43232,39.9070113,-82.8622357,RESIDENTIAL,census_geocoder,auditor_street (45/45 dwelling),Exact
"3427 BRANDONBURY WAY, Columbus, OH, 43232",3427,BRANDONBURY WAY,,Columbus,OH,43232,39.9061337,-82.8727502,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"4480 REINBEAU DR, Columbus, OH, 43232",4480,REINBEAU DR,,Columbus,OH,43232,39.9065901,-82.8802205,RESIDENTIAL,census_geocoder,auditor_street (17/21 dwelling),Exact
"5116 SEDALIA DR, Columbus, OH, 43232",5116,SEDALIA DR,,Columbus,OH,43232,39.9078405,-82.8634484,RESIDENTIAL,census_geocoder,auditor_street (48/57 dwelling),Exact
"3453 LATONIA RD, Columbus, OH, 43232",3453,LATONIA RD,,Columbus,OH,43232,39.9069164,-82.8622281,RESIDENTIAL,census_geocoder,auditor_street (45/45 dwelling),Exact
"3215 PORTMAN RD, Columbus, OH, 43232",3215,PORTMAN RD,,Columbus,OH,43232,39.9114588,-82.8547013,RESIDENTIAL,census_geocoder,auditor_street (21/21 dwelling),Exact
"5020 ZIMMER DR, Columbus, OH, 43232",5020,ZIMMER DR,,Columbus,OH,43232,39.903668,-82.8681317,RESIDENTIAL,census_geocoder,auditor_street (61/61 dwelling),Exact
"5140 SEDALIA DR, Columbus, OH, 43232",5140,SEDALIA DR,,Columbus,OH,43232,39.907373,-82.8634317,RESIDENTIAL,census_geocoder,auditor_street (48/57 dwelling),Exact
"3232 NOE BIXBY RD APT 1N, Columbus, OH, 43232",3232,NOE BIXBY RD,APT 1N,Columbus,OH,43232,39.9097293,-82.8642212,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3699 MATHENA WAY, Columbus, OH, 43232",3699,MATHENA WAY,,Columbus,OH,43232,39.9121238,-82.8990841,RESIDENTIAL,census_geocoder,auditor_street (15/15 dwelling),Exact
"3458 WESTPOINT DR, Columbus, OH, 43232",3458,WESTPOINT DR,,Columbus,OH,43232,39.9190176,-82.9043484,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2466 NOE-BIXBY RD, Columbus, OH, 43232",2466,NOE-BIXBY RD,,Columbus,OH,43232,39.9260807,-82.8643115,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"2169 S JAMES RD, Columbus, OH, 43232",2169,S JAMES RD,,Columbus,OH,43232,39.9269108,-82.9182713,RESIDENTIAL,census_geocoder,auditor_street (351/451 dwelling),Exact
"1946 FOUNTAINVIEW CT A, Columbus, OH, 43232",1946,FOUNTAINVIEW CT,A,Columbus,OH,43232,39.939672,-82.8339336,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"854 LITTLE BROOK WAY, Columbus, OH, 43232",854,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5864 CHATFORD DR D, Columbus, OH, 43232",5864,CHATFORD DR,D,Columbus,OH,43232,39.9341652,-82.8361581,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1810 NOE-BIXBY RD, Columbus, OH, 43232",1810,NOE-BIXBY RD,,Columbus,OH,43232,39.9395844,-82.860419,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"2706 MAYWOOD RD, Columbus, OH, 43232",2706,MAYWOOD RD,,Columbus,OH,43232,39.9220352,-82.8583833,RESIDENTIAL,census_geocoder,auditor_street (40/40 dwelling),Exact
"1424 IDLEWILD DR, Columbus, OH, 43232",1424,IDLEWILD DR,,Columbus,OH,43232,39.9507245,-82.8313701,RESIDENTIAL,census_geocoder,auditor_street (67/90 dwelling),Exact
"776 LITTLE BROOK WAY, Columbus, OH, 43232",776,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1765 SUNAPPLE WAY, Columbus, OH, 43232",1765,SUNAPPLE WAY,,Columbus,OH,43232,39.9443992,-82.8436027,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"3515 PETZINGER RD, Columbus, OH, 43232",3515,PETZINGER RD,,Columbus,OH,43232,39.9269684,-82.899657,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"888 LITTLE BROOK WAY, Columbus, OH, 43232",888,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"2025 COURTRIGHT RD, Columbus, OH, 43232",2025,COURTRIGHT RD,,Columbus,OH,43232,39.9297105,-82.9016532,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2504 COURTRIGHT RD, Columbus, OH, 43232",2504,COURTRIGHT RD,,Columbus,OH,43232,39.9219182,-82.8969737,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"3452 WINCHESTER BEND DR, Columbus, OH, 43232",3452,WINCHESTER BEND DR,,Columbus,OH,43232,39.9025468,-82.8908419,RESIDENTIAL,census_geocoder,auditor_street (88/89 dwelling),Exact
"1931 FOUNTAINVIEW CT, Columbus, OH, 43232",1931,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401745,-82.8349977,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5933 LITTLE BROOK WAY, Columbus, OH, 43232",5933,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445059,-82.8409543,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"5822 CHATFORD DR F, Columbus, OH, 43232",5822,CHATFORD DR,F,Columbus,OH,43232,39.9342788,-82.8375708,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1811 BAIRSFORD DR 1D, Columbus, OH, 43232",1811,BAIRSFORD DR,1D,Columbus,OH,43232,39.9410361,-82.8452878,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5912 LITTLE BROOK WAY, Columbus, OH, 43232",5912,LITTLE BROOK WAY,,Columbus,OH,43232,39.9451801,-82.8413214,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"5896 CHATFORD DR E, Columbus, OH, 43232",5896,CHATFORD DR,E,Columbus,OH,43232,39.9342155,-82.8348766,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"2920 SAXON CT, Columbus, OH, 43232",2920,SAXON CT,,Columbus,OH,43232,39.9116386,-82.9142167,RESIDENTIAL,census_geocoder,auditor_street (24/24 dwelling),Exact
"2938 THORNELL WAY, Columbus, OH, 43232",2938,THORNELL WAY,,Columbus,OH,43232,39.9189275,-82.8469922,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"1873 BAIRSFORD DR, Columbus, OH, 43232",1873,BAIRSFORD DR,,Columbus,OH,43232,39.9398376,-82.8465458,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5746 SARANAC DR, Columbus, OH, 43232",5746,SARANAC DR,,Columbus,OH,43232,39.941643,-82.8417346,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2744 MAYWOOD RD, Columbus, OH, 43232",2744,MAYWOOD RD,,Columbus,OH,43232,39.9211751,-82.8586372,RESIDENTIAL,census_geocoder,auditor_street (40/40 dwelling),Exact
"1921 BAIRSFORD DR, Columbus, OH, 43232",1921,BAIRSFORD DR,,Columbus,OH,43232,39.9387653,-82.8470854,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5828 CHATFORD DR B, Columbus, OH, 43232",5828,CHATFORD DR,B,Columbus,OH,43232,39.9342284,-82.8373554,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1622 NOE-BIXBY RD C, Columbus, OH, 43232",1622,NOE-BIXBY RD,C,Columbus,OH,43232,39.9441461,-82.853279,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"2432 BOTSFORD PL CATV, Columbus, OH, 43232",2432,BOTSFORD PL,CATV,Columbus,OH,43232,39.9273751,-82.861026,RESIDENTIAL,census_geocoder,auditor_street (6/6 dwelling),Non_Exact
"1610 NOE-BIXBY RD D, Columbus, OH, 43232",1610,NOE-BIXBY RD,D,Columbus,OH,43232,39.9444908,-82.8532576,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1946 FOUNTAINVIEW CT G, Columbus, OH, 43232",1946,FOUNTAINVIEW CT,G,Columbus,OH,43232,39.9397299,-82.8339115,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3424 CARDSTON PL, Columbus, OH, 43232",3424,CARDSTON PL,,Columbus,OH,43232,39.9254909,-82.9013323,RESIDENTIAL,census_geocoder,auditor_street (5/5 dwelling),Exact
"5660 SARANAC DR, Columbus, OH, 43232",5660,SARANAC DR,,Columbus,OH,43232,39.9415869,-82.8430717,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2075 BAIRSFORD DR, Columbus, OH, 43232",2075,BAIRSFORD DR,,Columbus,OH,43232,39.9355486,-82.8460719,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5824 CHATFORD DR, Columbus, OH, 43232",5824,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5898 CHATFORD DR, Columbus, OH, 43232",5898,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"3474 WALNUT DR, Columbus, OH, 43232",3474,WALNUT DR,,Columbus,OH,43232,39.9218383,-82.9040376,RESIDENTIAL,census_geocoder,auditor_street (30/37 dwelling),Exact
"1811 BAIRSFORD DR 1B, Columbus, OH, 43232",1811,BAIRSFORD DR,1B,Columbus,OH,43232,39.9409726,-82.8452155,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"2081 BAIRSFORD DR, Columbus, OH, 43232",2081,BAIRSFORD DR,,Columbus,OH,43232,39.935423,-82.8459773,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2249 GARNET PL, Columbus, OH, 43232",2249,GARNET PL,,Columbus,OH,43232,39.9255656,-82.9075083,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"5858 CHATFORD DR, Columbus, OH, 43232",5858,CHATFORD DR,,Columbus,OH,43232,39.9340898,-82.8364447,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1849 BAIRSFORD DR, Columbus, OH, 43232",1849,BAIRSFORD DR,,Columbus,OH,43232,39.9404478,-82.8460422,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5567 CHATFORD DR F, Columbus, OH, 43232",5567,CHATFORD DR,F,Columbus,OH,43232,39.9342028,-82.8443111,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5537 CHATFORD DR, Columbus, OH, 43232",5537,CHATFORD DR,,Columbus,OH,43232,39.9348673,-82.8452779,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1811 BAIRSFORD DR 2K, Columbus, OH, 43232",1811,BAIRSFORD DR,2K,Columbus,OH,43232,39.9413205,-82.8454146,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"804 LITTLE BROOK WAY, Columbus, OH, 43232",804,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5421 JACK RUSSELL WAY, Columbus, OH, 43232",5421,JACK RUSSELL WAY,,Columbus,OH,43232,39.9084157,-82.8508074,RESIDENTIAL,census_geocoder,auditor_street (5/5 dwelling),Exact
"1799 BAIRSFORD DR, Columbus, OH, 43232",1799,BAIRSFORD DR,,Columbus,OH,43232,39.9413949,-82.8445645,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1561 LONSDALE RD CATV, Columbus, OH, 43232",1561,LONSDALE RD,CATV,Columbus,OH,43232,39.9457835,-82.8498369,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"2533 COURTRIGHT RD, Columbus, OH, 43232",2533,COURTRIGHT RD,,Columbus,OH,43232,39.9212739,-82.8975521,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"880 LITTLE BROOK WAY, Columbus, OH, 43232",880,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1980 FOUNTAINVIEW CT, Columbus, OH, 43232",1980,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9392869,-82.8343658,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5963 LITTLE BROOK WAY, Columbus, OH, 43232",5963,LITTLE BROOK WAY,,Columbus,OH,43232,39.9442623,-82.8402113,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"774 LITTLE BROOK WAY, Columbus, OH, 43232",774,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"2269 COURTRIGHT RD, Columbus, OH, 43232",2269,COURTRIGHT RD,,Columbus,OH,43232,39.9258611,-82.8990382,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1811 BAIRSFORD DR 2H, Columbus, OH, 43232",1811,BAIRSFORD DR,2H,Columbus,OH,43232,39.941238,-82.8453043,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"2626 NOE-BIXBY RD D, Columbus, OH, 43232",2626,NOE-BIXBY RD,D,Columbus,OH,43232,39.9227706,-82.8639048,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"2273 COURTRIGHT RD, Columbus, OH, 43232",2273,COURTRIGHT RD,,Columbus,OH,43232,39.9255677,-82.8989295,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1824 MISTY WAY, Columbus, OH, 43232",1824,MISTY WAY,,Columbus,OH,43232,39.943562,-82.8390531,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1881 FOUNTAINVIEW CT B, Columbus, OH, 43232",1881,FOUNTAINVIEW CT,B,Columbus,OH,43232,39.9406985,-82.8351108,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1926 NOE-BIXBY RD, Columbus, OH, 43232",1926,NOE-BIXBY RD,,Columbus,OH,43232,39.9370256,-82.8618577,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3513 PETZINGER RD, Columbus, OH, 43232",3513,PETZINGER RD,,Columbus,OH,43232,39.927084,-82.8996498,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"3171 SCHWARTZ RD, Columbus, OH, 43232",3171,SCHWARTZ RD,,Columbus,OH,43232,39.9069909,-82.9116164,RESIDENTIAL,census_geocoder,auditor_street (24/31 dwelling),Exact
"1811 BAIRSFORD DR 2A, Columbus, OH, 43232",1811,BAIRSFORD DR,2A,Columbus,OH,43232,39.9410481,-82.845065,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5912 CHATFORD DR B, Columbus, OH, 43232",5912,CHATFORD DR,B,Columbus,OH,43232,39.9340417,-82.8343848,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1670 LONSDALE RD, Columbus, OH, 43232",1670,LONSDALE RD,,Columbus,OH,43232,39.9434986,-82.849941,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"5804 CHATFORD DR A, Columbus, OH, 43232",5804,CHATFORD DR,A,Columbus,OH,43232,39.9339291,-82.8380116,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1761 SUNAPPLE WAY, Columbus, OH, 43232",1761,SUNAPPLE WAY,,Columbus,OH,43232,39.9445334,-82.8437068,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"2454 COURTRIGHT RD, Columbus, OH, 43232",2454,COURTRIGHT RD,,Columbus,OH,43232,39.9225709,-82.89797,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"5652 SARANAC DR, Columbus, OH, 43232",5652,SARANAC DR,,Columbus,OH,43232,39.9416329,-82.843318,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2342 NOE-BIXBY RD, Columbus, OH, 43232",2342,NOE-BIXBY RD,,Columbus,OH,43232,39.9287941,-82.8635952,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"5888 CHATFORD DR, Columbus, OH, 43232",5888,CHATFORD DR,,Columbus,OH,43232,39.9340219,-82.8352758,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1910 FOUNTAINVIEW CT, Columbus, OH, 43232",1910,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9404981,-82.8341647,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5900 CHATFORD DR F, Columbus, OH, 43232",5900,CHATFORD DR,F,Columbus,OH,43232,39.9341984,-82.8346258,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5896 CHATFORD DR H, Columbus, OH, 43232",5896,CHATFORD DR,H,Columbus,OH,43232,39.9341345,-82.8348437,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"3310 JOSHSTOCK DR, Columbus, OH, 43232",3310,JOSHSTOCK DR,,Columbus,OH,43232,39.9135308,-82.8374326,RESIDENTIAL,census_geocoder,auditor_street (4/4 dwelling),Exact
"5779 LUCINDA CT, Columbus, OH, 43232",5779,LUCINDA CT,,Columbus,OH,43232,39.9466854,-82.8435941,RESIDENTIAL,census_geocoder,auditor_street (19/19 dwelling),Exact
"3744 WESTPOINT DR UNIT 1, Columbus, OH, 43232",3744,WESTPOINT DR,UNIT 1,Columbus,OH,43232,39.918758,-82.895705,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3647 PETZINGER RD, Columbus, OH, 43232",3647,PETZINGER RD,,Columbus,OH,43232,39.9264357,-82.8957314,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"1814 NOE-BIXBY RD UNIT D, Columbus, OH, 43232",1814,NOE-BIXBY RD,UNIT D,Columbus,OH,43232,39.9394034,-82.8605138,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1884 FOUNTAINVIEW CT, Columbus, OH, 43232",1884,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9408327,-82.8342519,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1862 MISTY WAY, Columbus, OH, 43232",1862,MISTY WAY,,Columbus,OH,43232,39.9434282,-82.8382182,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1949 BAIRSFORD DR, Columbus, OH, 43232",1949,BAIRSFORD DR,,Columbus,OH,43232,39.9381028,-82.846892,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2055 BAIRSFORD DR, Columbus, OH, 43232",2055,BAIRSFORD DR,,Columbus,OH,43232,39.9359211,-82.8462906,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5551 CHATFORD DR G, Columbus, OH, 43232",5551,CHATFORD DR,G,Columbus,OH,43232,39.934365,-82.8454576,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1922 FOUNTAINVIEW CT, Columbus, OH, 43232",1922,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401385,-82.8341345,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1954 FOUNTAINVIEW CT, Columbus, OH, 43232",1954,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9392633,-82.8339769,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1582 LONSDALE RD, Columbus, OH, 43232",1582,LONSDALE RD,,Columbus,OH,43232,39.9453854,-82.8495066,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"3730 WESTPOINT DR, Columbus, OH, 43232",3730,WESTPOINT DR,,Columbus,OH,43232,39.9187532,-82.8959562,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1988 WOODCREST RD, Columbus, OH, 43232",1988,WOODCREST RD,,Columbus,OH,43232,39.9360928,-82.8584197,RESIDENTIAL,census_geocoder,auditor_street (78/78 dwelling),Exact
"2755 GLENBRIAR ST, Columbus, OH, 43232",2755,GLENBRIAR ST,,Columbus,OH,43232,39.9224071,-82.8486843,RESIDENTIAL,census_geocoder,auditor_street (51/51 dwelling),Exact
"5906 HALLWORTH AVE A, Columbus, OH, 43232",5906,HALLWORTH AVE,A,Columbus,OH,43232,39.9461521,-82.8402623,RESIDENTIAL,census_geocoder,auditor_street (16/16 dwelling),Non_Exact
"856 LITTLE BROOK WAY, Columbus, OH, 43232",856,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1784 BAIRSFORD DR, Columbus, OH, 43232",1784,BAIRSFORD DR,,Columbus,OH,43232,39.9417775,-82.8436219,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"812 LITTLE BROOK WAY, Columbus, OH, 43232",812,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1743 LONSDALE RD, Columbus, OH, 43232",1743,LONSDALE RD,,Columbus,OH,43232,39.9419773,-82.8508183,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"5900 CHATFORD DR A, Columbus, OH, 43232",5900,CHATFORD DR,A,Columbus,OH,43232,39.9342438,-82.8347481,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"2901 WHITLOW RD, Columbus, OH, 43232",2901,WHITLOW RD,,Columbus,OH,43232,39.9183504,-82.8520998,RESIDENTIAL,census_geocoder,auditor_street (36/36 dwelling),Exact
"1714 SUNAPPLE WAY, Columbus, OH, 43232",1714,SUNAPPLE WAY,,Columbus,OH,43232,39.9457107,-82.8428923,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1743 LONSDALE RD A, Columbus, OH, 43232",1743,LONSDALE RD,A,Columbus,OH,43232,39.9420426,-82.8508976,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"2141 NOE-BIXBY RD, Columbus, OH, 43232",2141,NOE-BIXBY RD,,Columbus,OH,43232,39.9332456,-82.8634205,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"5700 SARANAC DR, Columbus, OH, 43232",5700,SARANAC DR,,Columbus,OH,43232,39.9413552,-82.8425071,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5894 LITTLE BROOK WAY, Columbus, OH, 43232",5894,LITTLE BROOK WAY,,Columbus,OH,43232,39.9455235,-82.8418658,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"2460 COURTRIGHT RD, Columbus, OH, 43232",2460,COURTRIGHT RD,,Columbus,OH,43232,39.9224743,-82.8978147,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2040 COURTRIGHT RD, Columbus, OH, 43232",2040,COURTRIGHT RD,,Columbus,OH,43232,39.9309162,-82.8978668,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"5816 CHATFORD DR A, Columbus, OH, 43232",5816,CHATFORD DR,A,Columbus,OH,43232,39.9340497,-82.8376456,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1813 BAIRSFORD DR 2N, Columbus, OH, 43232",1813,BAIRSFORD DR,2N,Columbus,OH,43232,39.9411293,-82.8457295,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"3780 WESTPOINT DR, Columbus, OH, 43232",3780,WESTPOINT DR,,Columbus,OH,43232,39.9192863,-82.8946939,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1859 BAIRSFORD DR, Columbus, OH, 43232",1859,BAIRSFORD DR,,Columbus,OH,43232,39.9401289,-82.8461323,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5828 CHATFORD DR A, Columbus, OH, 43232",5828,CHATFORD DR,A,Columbus,OH,43232,39.9342728,-82.8373469,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
